States,Year,Quarter,District,Trans_Counts,Amount
Karnataka,2022,2,Belagavi,32214940,54330716393
Karnataka,2022,2,Dharwad,30334488,44220634323
Karnataka,2022,2,Bengaluru Rural,29552291,45049848700
Karnataka,2022,2,Davanagere,28378650,46910152646
Karnataka,2022,2,Dakshina Kannada,26596843,43058171124
Karnataka,2022,2,Ballari,25715246,43733106040
Karnataka,2022,2,Tumakuru,24528653,44297419510
Karnataka,2022,2,Shivamogga,24024769,42192013839
Karnataka,2022,3,Bengaluru Urban,738035161,9.31E+11
Karnataka,2022,3,Mysuru,40705541,62142656688
Karnataka,2022,3,Belagavi,30506760,47452586440
Karnataka,2022,3,Bengaluru Rural,29738665,43852997174
Karnataka,2022,3,Dharwad,25927571,34230149717
Karnataka,2022,3,Ballari,25020296,39977029010
Karnataka,2022,3,Tumakuru,24310727,41225194543
Karnataka,2022,3,Kalaburagi,20345468,34468548525
Karnataka,2022,3,Kolar,19634287,34773465329
Karnataka,2022,3,Dakshina Kannada,17248777,25239674044
Karnataka,2022,4,Bengaluru Urban,876647100,1.09E+12
Karnataka,2022,4,Mysuru,44057659,67004180524
Karnataka,2022,4,Belagavi,36557938,56335376308
Karnataka,2022,4,Bengaluru Rural,32555311,46931010611
Karnataka,2022,4,Dharwad,27717085,36289207503
Karnataka,2022,4,Ballari,27273315,44205335947
Karnataka,2022,4,Tumakuru,27089373,45262565516
Karnataka,2022,4,Kalaburagi,22515278,37601225203
Karnataka,2022,4,Kolar,20890491,35826431858
Karnataka,2022,4,Dakshina Kannada,20604812,30207470651
Kerala,2018,1,Ernakulam,390006,630357709.4
Kerala,2018,1,Malappuram,239508,256416524
Kerala,2018,1,Kozhikode,206971,264216575.6
Kerala,2018,1,Thiruvananthapuram,172079,275202215.6
Kerala,2018,1,Thrissur,148871,200502461.3
Kerala,2018,1,Palakkad,119324,155278345.5
Kerala,2018,1,Kottayam,102446,132788590.2
Kerala,2018,1,Kannur,92260,112128543.1
Kerala,2018,1,Kollam,76713,93495184.49
Kerala,2018,1,Alappuzha,74941,95014765.51
Kerala,2018,2,Ernakulam,521535,992297917.7
Kerala,2018,2,Malappuram,268993,394434596.4
Kerala,2018,2,Kozhikode,262368,432276266.4
Kerala,2018,2,Thiruvananthapuram,241695,447463532.3
Kerala,2018,2,Thrissur,194698,323326151.6
Kerala,2018,2,Palakkad,148865,247495543.9
Kerala,2018,2,Kottayam,132766,219583423.4
Kerala,2018,2,Kannur,123543,190249058.5
Kerala,2018,2,Kollam,107011,158093455.4
Kerala,2018,2,Alappuzha,101141,157158524.7
Kerala,2018,3,Ernakulam,731827,1317858232
Kerala,2018,3,Kozhikode,374581,602562108.7
Kerala,2018,3,Thiruvananthapuram,341861,663088952.8
Kerala,2018,3,Malappuram,323771,521343702.7
Kerala,2018,3,Thrissur,265041,447258554.2
Kerala,2018,3,Palakkad,201468,329702201.5
Kerala,2018,3,Kottayam,185591,294011177.4
Kerala,2018,3,Kannur,161613,256107072.9
Kerala,2018,3,Kollam,154891,237302294.1
Kerala,2018,3,Alappuzha,129138,208917711.7
Kerala,2018,4,Ernakulam,1012043,1886966258
Kerala,2018,4,Kozhikode,492826,852029000.9
Kerala,2018,4,Thiruvananthapuram,475377,937541020.9
Kerala,2018,4,Malappuram,445963,712275700.2
Kerala,2018,4,Thrissur,369941,669618693.1
Kerala,2018,4,Palakkad,278099,493228367.3
Kerala,2018,4,Kottayam,244161,436012749.5
Kerala,2018,4,Kannur,221021,387384391.8
Kerala,2018,4,Kollam,201274,339663300.1
Kerala,2018,4,Alappuzha,180730,307021229.7
Kerala,2019,1,Ernakulam,1657527,2766048427
Kerala,2019,1,Thiruvananthapuram,736407,1242525638
Kerala,2019,1,Kozhikode,705959,1018056389
Kerala,2019,1,Malappuram,695313,892807636.1
Kerala,2019,1,Thrissur,583045,940781808.8
Kerala,2019,1,Palakkad,390957,618358114.4
Kerala,2019,1,Kottayam,348566,558480707.3
Kerala,2019,1,Kannur,309217,493947068.8
Kerala,2019,1,Kollam,267030,424402104.4
Kerala,2019,1,Alappuzha,252186,388624848
Kerala,2019,2,Ernakulam,2327469,4150046405
Kerala,2019,2,Thiruvananthapuram,897152,1608596590
Kerala,2019,2,Thrissur,768852,1369632613
Kerala,2019,2,Malappuram,575048,950964374.1
Kerala,2019,2,Kozhikode,540752,968227341.5
Kerala,2019,2,Kottayam,373169,682101021
Kerala,2019,2,Palakkad,358416,674063610.1
Kerala,2019,2,Kannur,350753,624420173.5
Kerala,2019,2,Kollam,285888,508491310.9
Kerala,2019,2,Alappuzha,282582,473109181.6
Kerala,2019,3,Ernakulam,2730518,5157574847
Kerala,2019,3,Thiruvananthapuram,1210326,2114421210
Kerala,2019,3,Thrissur,913742,1653044269
Kerala,2019,3,Kozhikode,791143,1229904356
Kerala,2019,3,Malappuram,669092,1122314398
Kerala,2019,3,Palakkad,468478,831397770.4
Kerala,2019,3,Kannur,467512,801246829.2
Kerala,2019,3,Kottayam,455029,868646787.5
Kerala,2019,3,Kollam,434861,713019785.4
Kerala,2019,3,Alappuzha,412404,649647317.8
Kerala,2019,4,Ernakulam,3714876,6519567751
Kerala,2019,4,Thiruvananthapuram,1653618,2665386105
Kerala,2019,4,Thrissur,1136317,2093913336
Kerala,2019,4,Kozhikode,1048192,1646744140
Kerala,2019,4,Malappuram,888327,1440292240
Kerala,2019,4,Kollam,625681,942036912.3
Kerala,2019,4,Kottayam,621352,1132028895
Kerala,2019,4,Kannur,616688,1017939386
Kerala,2019,4,Palakkad,607193,1069460193
Kerala,2019,4,Alappuzha,581762,859960789.4
Kerala,2020,1,Ernakulam,5025201,8938376107
Kerala,2020,1,Thiruvananthapuram,1957687,3050411161
Kerala,2020,1,Kozhikode,1568774,2563142659
Kerala,2020,1,Thrissur,1370029,2546348595
Kerala,2020,1,Malappuram,1032834,1707013551
Kerala,2020,1,Kollam,773621,1132631398
Kerala,2020,1,Kottayam,752571,1330711261
Kerala,2020,1,Palakkad,715756,1196433777
Kerala,2020,1,Kannur,703334,1073577709
Kerala,2020,1,Alappuzha,655979,939182379.1
Kerala,2020,2,Ernakulam,4530511,9056027224
Kerala,2020,2,Thiruvananthapuram,1742767,2599631081
Kerala,2020,2,Kozhikode,1566564,2243504597
Kerala,2020,2,Thrissur,1351787,2341058567
Kerala,2020,2,Malappuram,1257378,1803201660
Kerala,2020,2,Kannur,998243,1189750957
Kerala,2020,2,Kollam,893973,1193885128
Kerala,2020,2,Palakkad,893115,1291966408
Kerala,2020,2,Kottayam,761782,1204970922
Kerala,2020,2,Alappuzha,755556,942056560.3
Kerala,2020,3,Ernakulam,5931363,11683184897
Kerala,2020,3,Kozhikode,2170142,3948266708
Kerala,2020,3,Thiruvananthapuram,2081035,3493171878
Kerala,2020,3,Malappuram,1898768,3664780939
Kerala,2020,3,Thrissur,1849073,3785405397
Kerala,2020,3,Kollam,1338722,2289595647
Kerala,2020,3,Kannur,1278504,2162452906
Kerala,2020,3,Palakkad,1116331,2004283359
Kerala,2020,3,Alappuzha,1034921,1556781058
Kerala,2020,3,Kottayam,1001447,1888052940
Kerala,2020,4,Ernakulam,8950159,14375193241
Kerala,2020,4,Kozhikode,3436777,5728144599
Kerala,2020,4,Thiruvananthapuram,3376010,5574649734
Kerala,2020,4,Malappuram,2988328,5198015036
Kerala,2020,4,Thrissur,2628494,5026840469
Kerala,2020,4,Kannur,1966681,3368866047
Kerala,2020,4,Kollam,1917078,3346551214
Kerala,2020,4,Palakkad,1675633,3102276858
Kerala,2020,4,Alappuzha,1562242,2495781952
Kerala,2020,4,Kottayam,1486474,2688432125
Kerala,2021,1,Ernakulam,13390058,18947291978
Kerala,2021,1,Kozhikode,4287518,6990433691
Kerala,2021,1,Malappuram,4147591,6618671647
Kerala,2021,1,Thiruvananthapuram,3878020,6358411607
Kerala,2021,1,Thrissur,3475629,6417811870
Kerala,2021,1,Kollam,2127176,3821625432
Kerala,2021,1,Kannur,2044936,3708267085
Kerala,2021,1,Palakkad,1892633,3654239470
Kerala,2021,1,Kottayam,1808155,3236942551
Kerala,2021,1,Alappuzha,1681817,2825682877
Kerala,2021,2,Ernakulam,14177054,19704497753
Kerala,2021,2,Kozhikode,4726028,7499008472
Kerala,2021,2,Malappuram,4693842,7117221910
Kerala,2021,2,Thiruvananthapuram,4154572,6743334746
Kerala,2021,2,Thrissur,3881737,6752401586
Kerala,2021,2,Kollam,2534369,4330614971
Kerala,2021,2,Kannur,2477621,4226966853
Kerala,2021,2,Palakkad,2232317,3954891661
Kerala,2021,2,Kottayam,2131122,3543155911
Kerala,2021,2,Alappuzha,1921008,3048000027
Kerala,2021,3,Ernakulam,19207421,26757448740
Kerala,2021,3,Malappuram,6691321,10228243297
Kerala,2021,3,Kozhikode,6483184,10352351671
Kerala,2021,3,Thiruvananthapuram,5427449,9208113082
Kerala,2021,3,Thrissur,5059971,9074305922
Kerala,2021,3,Kollam,3321904,6085539501
Kerala,2021,3,Kannur,3200023,5705948607
Kerala,2021,3,Palakkad,2841134,5273353074
Kerala,2021,3,Kottayam,2719376,4787914329
Kerala,2021,3,Alappuzha,2505822,4227398745
Kerala,2021,4,Ernakulam,25306923,32778937436
Kerala,2021,4,Malappuram,8689226,12215744695
Kerala,2021,4,Kozhikode,8306264,12437421004
Kerala,2021,4,Thiruvananthapuram,6802679,10882144450
Kerala,2021,4,Thrissur,6471411,10748756930
Kerala,2021,4,Kannur,4171542,6945109953
Kerala,2021,4,Kollam,4107417,7277474405
Kerala,2021,4,Palakkad,3813936,6473706355
Kerala,2021,4,Kottayam,3504049,5843770526
Kerala,2021,4,Alappuzha,3177335,5086522404
Kerala,2022,1,Ernakulam,29451475,36915318572
Kerala,2022,1,Malappuram,10270093,13968886083
Kerala,2022,1,Kozhikode,9526680,13732159883
Kerala,2022,1,Thiruvananthapuram,7747326,12106537679
Kerala,2022,1,Thrissur,7612460,12265599939
Kerala,2022,1,Kollam,4851496,8628660587
Kerala,2022,1,Kannur,4837076,7882293599
Kerala,2022,1,Palakkad,4504996,7445457073
Kerala,2022,1,Kottayam,4029330,6642441538
Kerala,2022,1,Alappuzha,3687088,5795828219
Kerala,2022,2,Ernakulam,32257485,40076176148
Kerala,2022,2,Malappuram,11218062,15235042407
Kerala,2022,2,Kozhikode,10478852,15005755668
Kerala,2022,2,Thiruvananthapuram,8942858,13552082447
Kerala,2022,2,Thrissur,8767715,13850991973
Kerala,2022,2,Kollam,5799455,10109273069
Kerala,2022,2,Kannur,5415196,8864093943
Kerala,2022,2,Palakkad,4998295,8233196636
Kerala,2022,2,Kottayam,4440370,7095672952
Kerala,2022,2,Alappuzha,4151240,6503782725
Kerala,2022,3,Ernakulam,35009862,41683362156
Kerala,2022,3,Thiruvananthapuram,11886964,16637313651
Kerala,2022,3,Malappuram,11727280,15435401578
Kerala,2022,3,Kozhikode,10298519,13830874892
Kerala,2022,3,Thrissur,9037575,12908229885
Kerala,2022,3,Kollam,7100622,10992059342
Kerala,2022,3,Palakkad,6174837,9220755481
Kerala,2022,3,Kottayam,5918541,8495120284
Kerala,2022,3,Alappuzha,5705022,7973274497
Kerala,2022,3,Kannur,5631041,8674487770
Kerala,2022,4,Ernakulam,39069167,44933855504
Kerala,2022,4,Thrissur,12802574,16539944197
Kerala,2022,4,Malappuram,12667960,16133583077
Kerala,2022,4,Thiruvananthapuram,12176949,16386992625
Kerala,2022,4,Kozhikode,11205522,14187898845
Kerala,2022,4,Kollam,7022669,10513248743
Kerala,2022,4,Palakkad,6558445,9566627509
Kerala,2022,4,Kottayam,6551967,9198738855
Kerala,2022,4,Kannur,6407573,9291348716
Kerala,2022,4,Alappuzha,6094707,8414450112
Ladakh,2018,1,Leh Ladakh,4845,9101926.692
Ladakh,2018,1,Kargil,1244,3430931.079
Ladakh,2018,2,Leh Ladakh,10969,33164160.35
Ladakh,2018,2,Kargil,4041,14170742.18
Ladakh,2018,3,Leh Ladakh,18715,63917843.17
Ladakh,2018,3,Kargil,6149,20173133.98
Ladakh,2018,4,Leh Ladakh,26838,103879000.4
Ladakh,2018,4,Kargil,8373,31643842.13
Ladakh,2019,1,Leh Ladakh,36320,118531360.4
Ladakh,2019,1,Kargil,9825,34328560.5
Ladakh,2019,2,Leh Ladakh,53483,201775862.2
Ladakh,2019,2,Kargil,15289,57479644.8
Ladakh,2019,3,Leh Ladakh,78541,283288473.2
Ladakh,2019,3,Kargil,13855,47841053.99
Ladakh,2019,4,Leh Ladakh,79404,302589608.6
Ladakh,2019,4,Kargil,5302,22099751.44
Ladakh,2020,1,Leh Ladakh,92250,308889816.7
Ladakh,2020,1,Kargil,24169,68749860.74
Ladakh,2020,2,Leh Ladakh,116607,398378484.5
Ladakh,2020,2,Kargil,38403,125414514.1
Ladakh,2020,3,Leh Ladakh,174514,652346606.2
Ladakh,2020,3,Kargil,53708,183140893.8
Ladakh,2020,4,Leh Ladakh,252454,869280793.9
Ladakh,2020,4,Kargil,79680,242682676.6
Ladakh,2021,1,Leh Ladakh,216659,801921555.6
Ladakh,2021,1,Kargil,58756,181498257.7
Ladakh,2021,2,Leh Ladakh,307802,1142273760
Ladakh,2021,2,Kargil,91914,284985335.7
Ladakh,2021,3,Leh Ladakh,462038,1769463337
Ladakh,2021,3,Kargil,128949,444521407.4
Ladakh,2021,4,Leh Ladakh,495230,1736886845
Ladakh,2021,4,Kargil,134957,416648293.7
Ladakh,2022,1,Leh Ladakh,500666,1653910267
Ladakh,2022,1,Kargil,129349,371130651.8
Ladakh,2022,2,Leh Ladakh,888735,2898954649
Ladakh,2022,2,Kargil,229338,644363529.3
Ladakh,2022,3,Leh Ladakh,946345,2958028224
Ladakh,2022,3,Kargil,244513,647171126.8
Ladakh,2022,4,Leh Ladakh,850164,2346066905
Ladakh,2022,4,Kargil,233208,548410667.5
Lakshadweep,2018,1,Lakshadweep,778,1928611.181
Lakshadweep,2018,2,Lakshadweep,2132,6187809.539
Lakshadweep,2018,3,Lakshadweep,1703,4339032.312
Lakshadweep,2018,4,Lakshadweep,1642,4463213.698
Lakshadweep,2019,1,Lakshadweep,2481,8786130.479
Lakshadweep,2019,2,Lakshadweep,2926,9242524.137
Lakshadweep,2019,3,Lakshadweep,3104,9651761.464
Lakshadweep,2019,4,Lakshadweep,3765,11269913.4
Lakshadweep,2020,1,Lakshadweep,5151,13502368.57
Lakshadweep,2020,2,Lakshadweep,7220,16942922.09
Lakshadweep,2020,3,Lakshadweep,8589,21306833.31
Lakshadweep,2020,4,Lakshadweep,11650,30111317.92
Lakshadweep,2021,1,Lakshadweep,9085,27042782.91
Lakshadweep,2021,2,Lakshadweep,11384,27383463.66
Lakshadweep,2021,3,Lakshadweep,13370,38803163.7
Lakshadweep,2021,4,Lakshadweep,15470,50998185.53
Lakshadweep,2022,1,Lakshadweep,16397,54939432.65
Lakshadweep,2022,2,Lakshadweep,17569,55929601.99
Lakshadweep,2022,3,Lakshadweep,15241,47580009.62
Lakshadweep,2022,4,Lakshadweep,17147,54813873.61
Madhya Pradesh,2018,1,Bhopal,1704495,1905473875
Madhya Pradesh,2018,1,Indore,1066784,1455149305
Madhya Pradesh,2018,1,Gwalior,354555,437805408.2
Madhya Pradesh,2018,1,Jabalpur,294739,336129604.1
Madhya Pradesh,2018,1,Sehore,262578,253627459.7
Madhya Pradesh,2018,1,Ujjain,223180,258084907.6
Madhya Pradesh,2018,1,Sagar,217079,158907811.4
Madhya Pradesh,2018,1,Rewa,210786,249549304.8
Madhya Pradesh,2018,1,Dewas,187518,204604018.8
Madhya Pradesh,2018,1,Dhar,183246,206440756.1
Madhya Pradesh,2018,2,Bhopal,2101870,3162583723
Madhya Pradesh,2018,2,Indore,1375908,2404399123
Madhya Pradesh,2018,2,Gwalior,489851,768942832.1
Madhya Pradesh,2018,2,Jabalpur,422639,584301958.9
Madhya Pradesh,2018,2,Sehore,344826,478416852.6
Madhya Pradesh,2018,2,Rewa,298854,492363779.3
Madhya Pradesh,2018,2,Ujjain,291630,463505751.5
Madhya Pradesh,2018,2,Sagar,267894,314107092.2
Madhya Pradesh,2018,2,Satna,242463,270342008.7
Madhya Pradesh,2018,2,Dhar,238497,351923713
Madhya Pradesh,2018,3,Bhopal,3157810,4500771533
Madhya Pradesh,2018,3,Indore,2082530,3633508422
Madhya Pradesh,2018,3,Sagar,792217,664927054
Madhya Pradesh,2018,3,Sehore,758026,813770551
Madhya Pradesh,2018,3,Gwalior,726317,1161920836
Madhya Pradesh,2018,3,Jabalpur,701227,958869249.4
Madhya Pradesh,2018,3,Rewa,566062,685929451.1
Madhya Pradesh,2018,3,Ujjain,498756,721272323.6
Madhya Pradesh,2018,3,Narsinghpur,426854,345889819.4
Madhya Pradesh,2018,3,Dhar,425936,570906796.1
Madhya Pradesh,2018,4,Bhopal,4226983,6249310701
Madhya Pradesh,2018,4,Indore,2826520,5075021923
Madhya Pradesh,2018,4,Gwalior,894712,1644666010
Madhya Pradesh,2018,4,Jabalpur,866243,1360238729
Madhya Pradesh,2018,4,Sehore,783146,1051788224
Madhya Pradesh,2018,4,Rewa,588836,933681137.7
Madhya Pradesh,2018,4,Ujjain,585638,981666410.7
Madhya Pradesh,2018,4,Sagar,573261,742271402.2
Madhya Pradesh,2018,4,Dhar,536104,820460181.5
Madhya Pradesh,2018,4,Dewas,501654,821092172.4
Madhya Pradesh,2019,1,Bhopal,8252290,9878412374
Madhya Pradesh,2019,1,Indore,5731364,8462300131
Madhya Pradesh,2019,1,Sehore,1598108,1381467050
Madhya Pradesh,2019,1,Jabalpur,1489827,2066194878
Madhya Pradesh,2019,1,Gwalior,1342886,2088543078
Madhya Pradesh,2019,1,Dhar,976357,1063530760
Madhya Pradesh,2019,1,Ujjain,940607,1264261227
Madhya Pradesh,2019,1,Sagar,925998,1031788235
Madhya Pradesh,2019,1,Dewas,911351,1084348082
Madhya Pradesh,2019,1,Rewa,866533,1138882578
Madhya Pradesh,2019,2,Bhopal,12031142,17309015091
Madhya Pradesh,2019,2,Indore,8459734,14340814113
Madhya Pradesh,2019,2,Jabalpur,2003659,3365108021
Madhya Pradesh,2019,2,Gwalior,1264694,2419928141
Madhya Pradesh,2019,2,Sehore,1000398,1498323454
Madhya Pradesh,2019,2,Ujjain,869522,1520840062
Madhya Pradesh,2019,2,Sagar,758405,1228020791
Madhya Pradesh,2019,2,Hoshangabad,733352,1398321448
Madhya Pradesh,2019,2,Rewa,718741,1390495018
Madhya Pradesh,2019,2,Dewas,705805,1221413819
Madhya Pradesh,2019,3,Bhopal,15339970,19449113922
Madhya Pradesh,2019,3,Indore,11739888,17332954157
Madhya Pradesh,2019,3,Jabalpur,2424190,3585214329
Madhya Pradesh,2019,3,Gwalior,1945426,2938882605
Madhya Pradesh,2019,3,Ujjain,1287391,1861274344
Madhya Pradesh,2019,3,Sehore,1227719,1645829157
Madhya Pradesh,2019,3,Dewas,992605,1490521770
Madhya Pradesh,2019,3,Rewa,935300,1453796035
Madhya Pradesh,2019,3,Sagar,935229,1347968051
Madhya Pradesh,2019,3,Dhar,895526,1358217450
Madhya Pradesh,2019,4,Bhopal,18062429,24303685080
Madhya Pradesh,2019,4,Indore,15879423,23175261774
Madhya Pradesh,2019,4,Jabalpur,2901762,4636477564
Madhya Pradesh,2019,4,Gwalior,2509157,4050254391
Madhya Pradesh,2019,4,Ujjain,1649254,2534823488
Madhya Pradesh,2019,4,Sehore,1629869,2294177801
Madhya Pradesh,2019,4,Dewas,1251392,2061011652
Madhya Pradesh,2019,4,Sagar,1218814,1853137602
Madhya Pradesh,2019,4,Dhar,1194971,1868318601
Madhya Pradesh,2019,4,Rewa,1160674,2078184265
Madhya Pradesh,2020,1,Indore,20249473,30491290764
Madhya Pradesh,2020,1,Bhopal,18872294,26955303214
Madhya Pradesh,2020,1,Jabalpur,3486010,5963024021
Madhya Pradesh,2020,1,Gwalior,2793829,4742983279
Madhya Pradesh,2020,1,Ujjain,1956388,2984071095
Madhya Pradesh,2020,1,Sehore,1747508,2672516077
Madhya Pradesh,2020,1,Chhindwara,1550995,2660677488
Madhya Pradesh,2020,1,Dewas,1550696,2464387871
Madhya Pradesh,2020,1,Dhar,1500274,2336164021
Madhya Pradesh,2020,1,Rewa,1358528,2622020904
Madhya Pradesh,2020,2,Bhopal,14074026,27679446324
Madhya Pradesh,2020,2,Indore,13320426,28685653052
Madhya Pradesh,2020,2,Gwalior,2624767,4775816369
Madhya Pradesh,2020,2,Jabalpur,2318052,4127023650
Madhya Pradesh,2020,2,Ujjain,2060273,3502234254
Madhya Pradesh,2020,2,Sehore,2007098,3502556848
Madhya Pradesh,2020,2,Chhindwara,1950309,3543387313
Madhya Pradesh,2020,2,Dewas,1913320,3316587069
Madhya Pradesh,2020,2,Rewa,1877915,3929625255
Madhya Pradesh,2020,2,Dhar,1792207,2906918484
Madhya Pradesh,2020,3,Bhopal,29560361,57525605026
Madhya Pradesh,2020,3,Indore,17544816,31851463021
Madhya Pradesh,2020,3,Gwalior,3978884,7817520356
Madhya Pradesh,2020,3,Jabalpur,3568035,6733555698
Madhya Pradesh,2020,3,Ujjain,2921971,5297389627
Madhya Pradesh,2020,3,Dhar,2527639,4260243323
Madhya Pradesh,2020,3,Sehore,2512141,4197137117
Madhya Pradesh,2020,3,Dewas,2498225,4394184455
Madhya Pradesh,2020,3,Chhindwara,2113701,3726188141
Madhya Pradesh,2020,3,Rewa,2086383,3959365506
Madhya Pradesh,2020,4,Bhopal,38492334,67905952478
Madhya Pradesh,2020,4,Indore,25715586,42359214661
Madhya Pradesh,2020,4,Gwalior,6115831,12129267095
Madhya Pradesh,2020,4,Jabalpur,5245511,9769636688
Madhya Pradesh,2020,4,Ujjain,4280284,7849328205
Madhya Pradesh,2020,4,Dhar,3833814,6450900581
Madhya Pradesh,2020,4,Dewas,3659099,6453013619
Madhya Pradesh,2020,4,Sehore,3633263,6071266571
Madhya Pradesh,2020,4,Chhindwara,3170211,5890642614
Madhya Pradesh,2020,4,Rewa,3045335,6440539078
Madhya Pradesh,2021,1,Bhopal,67309234,1.02E+11
Madhya Pradesh,2021,1,Indore,37457244,53867415617
Madhya Pradesh,2021,1,Gwalior,7162483,13365571400
Madhya Pradesh,2021,1,Jabalpur,6508756,11341470368
Madhya Pradesh,2021,1,Ujjain,4926814,8661804509
Madhya Pradesh,2021,1,Dhar,4368739,7366487165
Madhya Pradesh,2021,1,Dewas,3992803,6833124438
Madhya Pradesh,2021,1,Sehore,3804912,6207673601
Madhya Pradesh,2021,1,Chhindwara,3281453,6171721023
Madhya Pradesh,2021,1,Sagar,3149917,5653447302
Madhya Pradesh,2021,2,Bhopal,74643630,1.27E+11
Madhya Pradesh,2021,2,Indore,34159162,59026805793
Madhya Pradesh,2021,2,Gwalior,7475892,15466583871
Madhya Pradesh,2021,2,Jabalpur,6808088,12879587251
Madhya Pradesh,2021,2,Dhar,5029916,9012726646
Madhya Pradesh,2021,2,Ujjain,4879699,9676724764
Madhya Pradesh,2021,2,Dewas,4430778,8482648817
Madhya Pradesh,2021,2,Sehore,4199604,7779826903
Madhya Pradesh,2021,2,Chhindwara,3787673,7484666558
Madhya Pradesh,2021,2,Rewa,3692722,8211449729
Madhya Pradesh,2021,3,Bhopal,103403998,1.47E+11
Madhya Pradesh,2021,3,Indore,55970712,81712956761
Madhya Pradesh,2021,3,Gwalior,10677148,19237891487
Madhya Pradesh,2021,3,Jabalpur,9691966,16293034528
Madhya Pradesh,2021,3,Ujjain,7652620,13233697399
Madhya Pradesh,2021,3,Dhar,7010257,11371461568
Madhya Pradesh,2021,3,Dewas,6092595,9986506658
Madhya Pradesh,2021,3,Sehore,5466240,8629273157
Madhya Pradesh,2021,3,Chhindwara,5106996,8670292562
Madhya Pradesh,2021,3,Sagar,4691027,8366148266
Madhya Pradesh,2021,4,Bhopal,134176541,1.90E+11
Madhya Pradesh,2021,4,Indore,73486993,1.08E+11
Madhya Pradesh,2021,4,Gwalior,13721879,25012279408
Madhya Pradesh,2021,4,Jabalpur,12476449,20920967750
Madhya Pradesh,2021,4,Ujjain,9436286,16998154949
Madhya Pradesh,2021,4,Dhar,8770665,14454487270
Madhya Pradesh,2021,4,Dewas,7659615,13007477186
Madhya Pradesh,2021,4,Sehore,6733399,10809509304
Madhya Pradesh,2021,4,Chhindwara,6522234,11185696131
Madhya Pradesh,2021,4,Rewa,6195961,12315058116
Madhya Pradesh,2022,1,Bhopal,159892411,2.21E+11
Madhya Pradesh,2022,1,Indore,82698834,1.18E+11
Madhya Pradesh,2022,1,Gwalior,15549106,27692015435
Madhya Pradesh,2022,1,Jabalpur,14198131,23727705883
Madhya Pradesh,2022,1,Ujjain,11174270,19317822241
Madhya Pradesh,2022,1,Dhar,10117283,16593117838
Madhya Pradesh,2022,1,Dewas,8873232,14573666819
Madhya Pradesh,2022,1,Sehore,7782311,12240349685
Madhya Pradesh,2022,1,Chhindwara,7709009,12667985168
Madhya Pradesh,2022,1,Sagar,7000254,11999611899
Madhya Pradesh,2022,2,Bhopal,185588829,2.56E+11
Madhya Pradesh,2022,2,Indore,94002709,1.31E+11
Madhya Pradesh,2022,2,Gwalior,18027874,32093579424
Madhya Pradesh,2022,2,Jabalpur,16889784,27629576719
Madhya Pradesh,2022,2,Ujjain,12860422,22270090166
Madhya Pradesh,2022,2,Dhar,11567048,18840900183
Madhya Pradesh,2022,2,Dewas,9969749,16816037628
Madhya Pradesh,2022,2,Chhindwara,8962440,14596356954
Madhya Pradesh,2022,2,Sehore,8725327,14417789309
Madhya Pradesh,2022,2,Rewa,8417985,16928268531
Madhya Pradesh,2022,3,Chhindwara,169367916,2.36E+11
Madhya Pradesh,2022,3,Bhopal,156507125,1.94E+11
Madhya Pradesh,2022,3,Indore,140075797,1.81E+11
Madhya Pradesh,2022,3,Gwalior,19510123,31696730032
Madhya Pradesh,2022,3,Jabalpur,17564654,26204520331
Madhya Pradesh,2022,3,Ujjain,14059587,21942517754
Madhya Pradesh,2022,3,Dhar,12392412,18195974456
Madhya Pradesh,2022,3,Dewas,10823857,16145007713
Madhya Pradesh,2022,3,Rewa,8837903,14504856960
Madhya Pradesh,2022,3,Sehore,8802203,12815375203
Madhya Pradesh,2022,4,Chhindwara,245710341,3.51E+11
Madhya Pradesh,2022,4,Bhopal,190199488,2.44E+11
Madhya Pradesh,2022,4,Indore,158576063,2.11E+11
Madhya Pradesh,2022,4,Gwalior,21340912,35102831658
Madhya Pradesh,2022,4,Jabalpur,17383664,26637455898
Madhya Pradesh,2022,4,Ujjain,16707523,27113247453
Madhya Pradesh,2022,4,Dhar,13287245,20206456865
Madhya Pradesh,2022,4,Dewas,11710945,18499556127
Madhya Pradesh,2022,4,Shahdol,10700938,14780956554
Madhya Pradesh,2022,4,Rewa,9898698,16813110581
Maharashtra,2018,1,Pune,3842929,5378982327
Maharashtra,2018,1,Mumbai,2671029,3923116794
Maharashtra,2018,1,Mumbai Suburban,1444587,2385242801
Maharashtra,2018,1,Thane,1243518,1995816825
Maharashtra,2018,1,Nashik,669259,874435847.1
Maharashtra,2018,1,Aurangabad,620430,680361961.6
Maharashtra,2018,1,Nagpur,592456,781981176.2
Maharashtra,2018,1,Solapur,451438,535791949
Maharashtra,2018,1,Ahmednagar,438972,522540233.7
Maharashtra,2018,1,Kolhapur,351519,354723905.4
Maharashtra,2018,2,Pune,5162876,8513428063
Maharashtra,2018,2,Mumbai,3277612,6048515206
Maharashtra,2018,2,Mumbai Suburban,2055232,3877425977
Maharashtra,2018,2,Thane,1773084,3339349832
Maharashtra,2018,2,Nashik,956098,1502940957
Maharashtra,2018,2,Nagpur,792349,1325086381
Maharashtra,2018,2,Aurangabad,789032,1121247393
Maharashtra,2018,2,Solapur,657732,1017429009
Maharashtra,2018,2,Ahmednagar,616058,960786263.2
